2	275	0.2
2	428	0.4
2	515	0.6
2	761	1
2	831	0.2
2	909	0.5
2	1209	0.1
2	1210	0.8
2	1230	0.9
2	1327	1
2	1585	0.7
2	1625	0.2
2	1869	0.4
3	78	0.6
3	255	1
3	460	0.2
3	837	0.5
3	1740	0.1
3	1801	0.8
3	1975	0.9
4	99	1
4	124	0.7
4	211	0.2
4	264	0.4
4	493	0.6
4	520	1
4	534	0.2
4	850	0.5
4	1103	0.1
4	2080	0.8
5	228	0.9
5	725	1
5	831	0.7
5	1271	0.2
5	1310	0.4
5	1481	0.6
5	1785	1
6	149	0.2
6	831	0.5
6	1271	0.1
6	1697	0.8
6	1761	0.9
7	46	1
7	232	0.7
7	390	0.2
7	545	0.4
7	815	0.6
7	873	1
7	1002	0.2
7	1135	0.5
7	1184	0.1
7	1308	0.8
7	1453	0.9
7	1466	1
7	1649	0.7
7	1666	0.2
7	1734	0.4
7	2020	0.6
7	2037	1
7	2061	0.2
8	339	0.5
8	370	0.1
8	419	0.8
8	749	0.9
8	831	1
8	1017	0.7
8	1178	0.2
8	1515	0.4
8	1568	0.6
8	1811	1
8	1813	0.2
9	743	0.5
9	831	0.1
9	1956	0.8
10	1196	0.9
10	1498	1
10	1530	0.7
10	1562	0.2
10	1986	0.4
11	12	0.6
11	25	1
11	129	0.2
11	136	0.5
11	145	0.1
11	230	0.8
11	278	0.9
11	405	1
11	684	0.7
11	795	0.2
11	804	0.4
11	816	0.6
11	859	1
11	984	0.2
11	1017	0.5
11	1132	0.1
11	1136	0.8
11	1178	0.9
11	1179	1
11	1189	0.7
11	1310	0.2
11	1475	0.4
11	1577	0.6
11	1684	1
11	1766	0.2
11	1780	0.5
11	1828	0.1
11	2004	0.8
11	2021	0.9
12	11	1
12	46	0.7
12	127	0.2
12	133	0.4
12	146	0.6
12	236	1
12	240	0.2
12	258	0.5
12	400	0.1
12	545	0.8
12	593	0.9
12	684	1
12	730	0.7
12	797	0.2
12	861	0.4
12	930	0.6
12	941	1
12	998	0.2
12	1023	0.5
12	1056	0.1
12	1088	0.8
12	1145	0.9
12	1146	1
12	1253	0.7
12	1272	0.2
12	1308	0.4
12	1346	0.6
12	1348	1
12	1368	0.2
12	1455	0.5
12	1568	0.1
12	1628	0.8
12	1636	0.9
12	1709	1
12	1726	0.7
12	1776	0.2
12	1820	0.4
12	1895	0.6
12	2004	1
12	2020	0.2
13	390	0.5
13	405	0.1
13	481	0.8
13	732	0.9
13	816	1
13	1135	0.7
13	1184	0.2
13	1659	0.4
13	1766	0.6
13	1780	1
13	2041	0.2
14	608	0.5
14	642	0.1
14	754	0.8
14	1258	0.9
14	1357	1
14	1554	0.7
14	1702	0.2
14	1761	0.4
15	122	0.6
15	143	1
15	237	0.2
15	266	0.5
15	416	0.1
15	454	0.8
15	771	0.9
15	1243	1
15	1258	0.7
15	1281	0.2
15	1383	0.4
15	1498	0.6
15	1556	1
15	1625	0.2
15	1662	0.5
15	1785	0.1
15	1805	0.8
15	1879	0.9
15	1993	1
15	2025	0.7
15	2036	0.2
16	143	0.4
16	252	0.6
16	339	1
16	437	0.2
16	545	0.5
16	701	0.1
16	726	0.8
16	732	0.9
16	743	1
16	790	0.7
16	815	0.2
16	1226	0.4
16	1263	0.6
16	1503	1
16	1567	0.2
16	1568	0.5
16	1632	0.1
16	1665	0.8
16	1706	0.9
16	1833	1
16	1895	0.7
16	1937	0.2
16	2000	0.4
16	2068	0.6
17	330	1
17	339	0.2
17	593	0.5
17	632	0.1
17	1071	0.8
17	1661	0.9
17	1917	1
18	298	0.7
18	308	0.2
18	401	0.4
18	475	0.6
18	675	1
18	1183	0.2
18	1302	0.5
18	1424	0.1
18	1458	0.8
18	1465	0.9
20	1281	1
20	1891	0.7
21	207	0.2
21	1023	0.4
21	1233	0.6
21	1305	1
21	1515	0.2
21	1568	0.5
21	1646	0.1
21	1811	0.8
21	1993	0.9
22	59	1
22	80	0.7
22	170	0.2
22	198	0.4
22	349	0.6
22	395	1
22	655	0.2
22	831	0.5
22	903	0.1
22	1249	0.8
22	1362	0.9
22	1543	1
22	1589	0.7
22	1865	0.2
22	2000	0.4
23	107	0.6
23	1258	1
24	136	0.2
24	150	0.5
24	231	0.1
24	329	0.8
24	361	0.9
24	390	1
24	417	0.7
24	419	0.2
24	435	0.4
24	502	0.6
24	675	1
24	732	0.2
24	804	0.5
24	831	0.1
24	898	0.8
24	1017	0.9
24	1027	1
24	1033	0.7
24	1102	0.2
24	1184	0.4
24	1233	0.6
24	1308	1
24	1590	0.2
24	1722	0.5
24	1869	0.1
24	1973	0.8
25	11	0.9
25	236	1
25	310	0.7
25	390	0.2
25	463	0.4
25	636	0.6
25	726	1
25	852	0.2
25	1027	0.5
25	1113	0.1
25	1222	0.8
25	1308	0.9
25	1466	1
25	1552	0.7
25	1647	0.2
25	1662	0.4
25	2020	0.6
25	2056	1
26	212	0.2
26	1094	0.5
26	1642	0.1
26	1986	0.8
26	2041	0.9
27	758	1
27	831	0.7
27	1956	0.2
27	2036	0.4
28	2025	0.6
29	946	1
30	133	0.2
30	136	0.5
30	229	0.1
30	390	0.8
30	487	0.9
30	501	1
30	638	0.7
30	751	0.2
30	1130	0.4
30	1132	0.6
30	1263	1
30	1283	0.2
30	1455	0.5
30	1503	0.1
30	1590	0.8
30	1614	0.9
30	2020	1
31	62	0.7
31	99	0.2
31	210	0.4
31	211	0.6
31	218	1
31	306	0.2
31	371	0.5
31	396	0.1
31	474	0.8
31	499	0.9
31	520	1
31	534	0.7
31	575	0.2
31	658	0.4
31	762	0.6
31	859	1
31	954	0.2
31	1081	0.5
31	1163	0.1
31	1164	0.8
31	1173	0.9
31	1213	1
31	1255	0.7
31	1343	0.2
31	1514	0.4
31	1653	0.6
31	1835	1
31	2097	0.2
32	889	0.5
32	1258	0.1
32	1474	0.8
32	1486	0.9
32	1905	1
33	282	0.7
33	457	0.2
33	496	0.4
33	750	0.6
33	845	1
33	1231	0.2
33	1779	0.5
34	1498	0.1
35	972	0.8
36	525	0.9
36	747	1
36	949	0.7
37	59	0.2
37	122	0.4
37	142	0.6
37	1249	1
37	1660	0.2
37	1662	0.5
37	1879	0.1
38	383	0.8
39	78	0.9
39	1125	1
39	1543	0.7
39	2003	0.2
40	78	0.4
40	135	0.6
40	142	1
40	161	0.2
40	325	0.5
40	1089	0.1
40	1393	0.8
40	1543	0.9
40	1841	1
40	2003	0.7
40	2055	0.2
41	84	0.4
41	107	0.6
42	545	1
42	1778	0.2
43	143	0.5
43	172	0.1
43	179	0.8
43	193	0.9
43	260	1
43	310	0.7
43	419	0.2
43	463	0.4
43	481	0.6
43	615	1
43	637	0.2
43	658	0.5
43	691	0.1
43	743	0.8
43	757	0.9
43	859	1
43	1013	0.7
43	1076	0.2
43	1084	0.4
43	1167	0.6
43	1410	1
43	1469	0.2
43	1491	0.5
43	1503	0.1
43	1785	0.8
43	2006	0.9
44	319	1
44	485	0.7
44	972	0.2
44	1138	0.4
44	1152	0.6
44	1240	1
44	1381	0.2
45	46	0.5
45	49	0.1
45	240	0.8
45	271	0.9
45	400	1
45	413	0.7
45	514	0.2
45	518	0.4
45	537	0.6
45	542	1
45	589	0.2
45	1056	0.5
45	1080	0.1
45	1253	0.8
46	7	0.9
46	12	1
46	45	0.7
46	47	0.2
46	121	0.4
46	132	0.6
46	146	1
46	158	0.2
46	214	0.5
46	226	0.1
46	227	0.8
46	231	0.9
46	232	1
46	236	0.7
46	248	0.2
46	253	0.4
46	271	0.6
46	280	1
46	302	0.2
46	318	0.5
46	322	0.1
46	335	0.8
46	355	0.9
46	362	1
46	400	0.7
46	413	0.2
46	415	0.4
46	419	0.6
46	497	1
46	527	0.2
46	531	0.5
46	536	0.1
46	537	0.8
46	561	0.9
46	569	1
46	593	0.7
46	609	0.2
46	684	0.4
46	690	0.6
46	702	1
46	717	0.2
46	732	0.5
46	757	0.1
46	814	0.8
46	815	0.9
46	830	1
46	862	0.7
46	864	0.2
46	875	0.4
46	882	0.6
46	911	1
46	930	0.2
46	1023	0.5
46	1053	0.1
46	1080	0.8
46	1135	0.9
46	1145	1
46	1253	0.7
46	1278	0.2
46	1304	0.4
46	1356	0.6
46	1365	1
46	1369	0.2
46	1413	0.5
46	1447	0.1
46	1453	0.8
46	1478	0.9
46	1568	1
46	1600	0.7
46	1628	0.2
46	1636	0.4
46	1674	0.6
46	1687	1
46	1742	0.2
46	1810	0.5
46	1821	0.1
46	1880	0.8
46	1895	0.9
46	1954	1
46	1973	0.7
46	2004	0.2
46	2018	0.4
46	2037	0.6
46	2054	1
47	46	0.2
47	58	0.5
47	132	0.1
47	248	0.8
47	298	0.9
47	390	1
47	400	0.7
47	437	0.2
47	470	0.4
47	758	0.6
47	831	1
47	984	0.2
47	1102	0.5
47	1145	0.1
47	1445	0.8
47	1453	0.9
47	1469	1
47	1471	0.7
47	1568	0.2
47	1603	0.4
47	1636	0.6
47	1687	1
47	2018	0.2
48	58	0.5
48	214	0.1
48	271	0.8
48	413	0.9
48	499	1
48	518	0.7
48	558	0.2
48	730	0.4
48	732	0.6
48	963	1
48	1014	0.2
48	1023	0.5
48	1033	0.1
48	1247	0.8
48	1343	0.9
48	1478	1
48	1560	0.7
48	1568	0.2
48	1616	0.4
48	1648	0.6
48	1856	1
48	1859	0.2
48	1979	0.5
49	45	0.1
49	87	0.8
49	133	0.9
49	179	1
49	190	0.7
49	253	0.2
49	311	0.4
49	329	0.6
49	413	1
49	538	0.2
49	561	0.5
49	569	0.1
49	572	0.8
49	691	0.9
49	723	1
49	847	0.7
49	884	0.2
49	1002	0.4
49	1007	0.6
49	1071	1
49	1102	0.2
49	1113	0.5
49	1249	0.1
49	1253	0.8
49	1332	0.9
49	1337	1
49	1356	0.7
49	1433	0.2
49	1434	0.4
49	1466	0.6
49	1509	1
49	1543	0.2
49	1563	0.5
49	1600	0.1
49	1632	0.8
49	1753	0.9
49	1803	1
49	1880	0.7
49	1961	0.2
49	1983	0.4
49	2071	0.6
50	125	1
50	195	0.2
50	298	0.5
50	712	0.1
50	794	0.8
50	831	0.9
50	1258	1
50	1503	0.7
51	59	0.2
51	107	0.4
51	127	0.6
51	157	1
51	202	0.2
51	208	0.5
51	340	0.1
51	395	0.8
51	491	0.9
51	499	1
51	534	0.7
51	548	0.2
51	677	0.4
51	709	0.6
51	731	1
51	752	0.2
51	859	0.5
51	864	0.1
51	971	0.8
51	1020	0.9
51	1214	1
51	1258	0.7
51	1281	0.2
51	1287	0.4
51	1380	0.6
51	1527	1
51	1530	0.2
51	1553	0.5
51	1586	0.1
51	1671	0.8
51	1818	0.9
51	1964	1
51	1968	0.7
51	1978	0.2
51	2008	0.4
52	153	0.6
52	1741	1
53	120	0.2
53	231	0.5
53	310	0.1
53	390	0.8
53	405	0.9
53	704	1
53	859	0.7
53	1356	0.2
53	1476	0.4
53	1503	0.6
53	1917	1
54	333	0.2
54	545	0.5
54	873	0.1
54	1308	0.8
54	1666	0.9
54	2031	1
55	1382	0.7
56	254	0.2
56	478	0.4
56	668	0.6
56	1067	1
56	1138	0.2
56	1488	0.5
56	1530	0.1
56	1597	0.8
57	101	0.9
57	129	1
57	132	0.7
57	146	0.2
57	198	0.4
57	202	0.6
57	226	1
57	233	0.2
57	247	0.5
57	351	0.1
57	385	0.8
57	532	0.9
57	797	1
57	844	0.7
57	941	0.2
57	946	0.4
57	952	0.6
57	986	1
57	1054	0.2
57	1346	0.5
57	1351	0.1
57	1521	0.8
57	1528	0.9
57	1730	1
57	1780	0.7
57	2020	0.2
57	2054	0.4
58	47	0.6
58	48	1
58	59	0.2
58	120	0.5
58	133	0.1
58	179	0.8
58	203	0.9
58	231	1
58	258	0.7
58	310	0.2
58	338	0.4
58	385	0.6
58	399	1
58	400	0.2
58	415	0.5
58	425	0.1
58	437	0.8
58	514	0.9
58	527	1
58	534	0.7
58	536	0.2
58	538	0.4
58	571	0.6
58	593	1
58	620	0.2
58	634	0.5
58	636	0.1
58	646	0.8
58	680	0.9
58	703	1
58	730	0.7
58	795	0.2
58	816	0.4
58	878	0.6
58	884	1
58	911	0.2
58	941	0.5
58	963	0.1
58	1017	0.8
58	1023	0.9
58	1053	1
58	1056	0.7
58	1080	0.2
58	1113	0.4
58	1128	0.6
58	1145	1
58	1150	0.2
58	1189	0.5
58	1247	0.1
58	1294	0.8
58	1300	0.9
58	1343	1
58	1348	0.7
58	1356	0.2
58	1365	0.4
58	1385	0.6
58	1447	1
58	1453	0.2
58	1457	0.5
58	1525	0.1
58	1560	0.8
58	1616	0.9
58	1628	1
58	1648	0.7
58	1666	0.2
58	1813	0.4
58	1851	0.6
58	1869	1
58	1954	0.2
58	1965	0.5
58	1979	0.1
58	2000	0.8
58	2004	0.9
58	2018	1
58	2037	0.7
58	2059	0.2
58	2072	0.4
59	22	0.6
59	37	1
59	51	0.2
59	58	0.5
59	193	0.1
59	265	0.8
59	371	0.9
59	388	1
59	424	0.7
59	433	0.2
59	439	0.4
59	454	0.6
59	455	1
59	481	0.2
59	499	0.5
59	520	0.1
59	621	0.8
59	655	0.9
59	691	1
59	759	0.7
59	831	0.2
59	899	0.4
59	969	0.6
59	979	1
59	999	0.2
59	1062	0.5
59	1125	0.1
59	1164	0.8
59	1213	0.9
59	1236	1
59	1281	0.7
59	1310	0.2
59	1343	0.4
59	1358	0.6
59	1362	1
59	1503	0.2
59	1543	0.5
59	1603	0.1
59	1625	0.8
59	1635	0.9
59	1737	1
59	1956	0.7
59	2000	0.2
59	2006	0.4
59	2016	0.6
59	2025	1
59	2036	0.2
60	78	0.5
60	1087	0.1
60	2051	0.8
61	1006	0.9
61	1533	1
62	31	0.7
62	210	0.2
62	266	0.4
62	442	0.6
62	575	1
62	665	0.2
62	831	0.5
62	1062	0.1
62	1164	0.8
62	1165	0.9
62	1213	1
62	1230	0.7
62	1514	0.2
62	1662	0.4
62	1728	0.6
62	1835	1
62	2036	0.2
62	2080	0.5
63	85	0.1
63	114	0.8
63	676	0.9
63	738	1
63	753	0.7
63	865	0.2
63	890	0.4
63	950	0.6
63	986	1
63	1174	0.2
63	1206	0.5
63	1258	0.1
63	1275	0.8
63	1396	0.9
63	1978	1
63	2077	0.7
64	405	0.2
64	407	0.4
64	636	0.6
64	1210	1
64	1625	0.2
64	1641	0.5
64	1761	0.1
64	1907	0.8
65	118	0.9
65	1107	1
65	1312	0.7
65	1613	0.2
65	1734	0.4
66	359	0.6
66	430	1
66	452	0.2
66	683	0.5
66	699	0.1
66	1029	0.8
66	1210	0.9
66	1258	1
66	1454	0.7
68	136	0.2
68	242	0.4
68	339	0.6
68	361	1
68	1132	0.2
68	1179	0.5
69	168	0.1
69	619	0.8
69	1194	0.9
69	1404	1
70	670	0.7
70	789	0.2
70	895	0.4
70	1005	0.6
70	1025	1
70	1574	0.2
71	212	0.5
71	891	0.1
71	1324	0.8
71	1543	0.9
72	1017	1
72	1247	0.7
72	1278	0.2
72	1869	0.4
73	761	0.6
73	850	1
73	1010	0.2
73	1038	0.5
73	1209	0.1
73	1210	0.8
73	1883	0.9
73	2061	1
74	533	0.7
74	1299	0.2
74	1852	0.4
74	2085	0.6
75	302	1
75	315	0.2
75	383	0.5
75	470	0.1
75	674	0.8
75	1304	0.9
75	1603	1
75	1646	0.7
75	1664	0.2
75	1742	0.4
75	1856	0.6
76	527	1
76	726	0.2
76	1706	0.5
76	1956	0.1
77	594	0.8
77	655	0.9
77	986	1
77	1724	0.7
78	3	0.2
78	39	0.4
78	40	0.6
78	60	1
78	91	0.2
78	105	0.5
78	106	0.1
78	112	0.8
78	135	0.9
78	153	1
78	155	0.7
78	190	0.2
78	255	0.4
78	257	0.6
78	262	1
78	360	0.2
78	438	0.5
78	444	0.1
78	447	0.8
78	454	0.9
78	468	1
78	506	0.7
78	512	0.2
78	519	0.4
78	548	0.6
78	550	1
78	552	0.2
78	657	0.5
78	666	0.1
78	695	0.8
78	718	0.9
78	729	1
78	802	0.7
78	805	0.2
78	823	0.4
78	837	0.6
78	874	1
78	908	0.2
78	909	0.5
78	914	0.1
78	926	0.8
78	928	0.9
78	935	1
78	936	0.7
78	951	0.2
78	1024	0.4
78	1026	0.6
78	1098	1
78	1101	0.2
78	1149	0.5
78	1181	0.1
78	1211	0.8
78	1273	0.9
78	1284	1
78	1315	0.7
78	1357	0.2
78	1393	0.4
78	1403	0.6
78	1557	1
78	1575	0.2
78	1601	0.5
78	1604	0.1
78	1619	0.8
78	1621	0.9
78	1719	1
78	1722	0.7
78	1732	0.2
78	1740	0.4
78	1774	0.6
78	1801	1
78	1827	0.2
78	1841	0.5
78	1883	0.1
78	1890	0.8
78	1892	0.9
78	1995	1
78	2003	0.7
78	2006	0.2
78	2028	0.4
78	2046	0.6
78	2066	1
79	120	0.2
79	133	0.5
79	144	0.1
79	214	0.8
79	232	0.9
79	258	1
79	260	0.7
79	302	0.2
79	310	0.4
79	339	0.6
79	390	1
79	400	0.2
79	414	0.5
79	421	0.1
79	437	0.8
79	479	0.9
79	481	1
79	486	0.7
79	499	0.2
79	514	0.4
79	534	0.6
79	536	1
79	593	0.2
79	723	0.5
79	730	0.1
79	749	0.8
79	759	0.9
79	847	1
79	858	0.7
79	941	0.2
79	1001	0.4
79	1022	0.6
79	1113	1
79	1248	0.2
79	1294	0.5
79	1343	0.1
79	1346	0.8
79	1503	0.9
79	1515	1
79	1741	0.7
79	1769	0.2
79	1856	0.4
79	1954	0.6
79	2018	1
79	2059	0.2
79	2087	0.5
80	22	0.1
80	170	0.8
80	192	0.9
80	225	1
80	261	0.7
80	349	0.2
80	582	0.4
80	931	0.6
80	1296	1
80	1479	0.2
80	1501	0.5
80	1599	0.1
80	1877	0.8
81	921	0.9
81	1507	1
82	1527	0.7
83	1342	0.2
83	1386	0.4
83	1459	0.6
84	41	1
84	202	0.2
84	890	0.5
84	1064	0.1
85	63	0.8
85	157	0.9
85	225	1
85	433	0.7
85	696	0.2
85	828	0.4
85	912	0.6
85	1258	1
85	1281	0.2
85	1380	0.5
85	1488	0.1
85	1627	0.8
85	1935	0.9
86	1418	1
86	1679	0.7
87	49	0.2
87	315	0.4
87	621	0.6
87	691	1
87	770	0.2
87	1007	0.5
87	1057	0.1
87	1632	0.8
87	2071	0.9
88	1938	1
89	152	0.7
89	723	0.2
90	595	0.4
90	753	0.6
90	1106	1
90	1310	0.2
90	1588	0.5
90	2016	0.1
90	2036	0.8
91	78	0.9
91	708	1
91	802	0.7
91	1258	0.2
92	639	0.4
94	1258	0.6
94	1656	1
94	1708	0.2
94	1905	0.5
95	527	0.1
95	671	0.8
95	701	0.9
95	966	1
95	1104	0.7
95	1369	0.2
96	128	0.4
96	428	0.6
96	761	1
96	1210	0.2
96	1670	0.5
97	1741	0.1
98	120	0.8
98	198	0.9
98	400	1
98	413	0.7
98	514	0.2
98	593	0.4
98	691	0.6
98	701	1
98	778	0.2
98	781	0.5
98	1253	0.1
98	1649	0.8
99	4	0.9
99	31	1
99	124	0.7
99	191	0.2
99	210	0.4
99	211	0.6
99	298	1
99	304	0.2
99	306	0.5
99	371	0.1
99	396	0.8
99	446	0.9
99	460	1
99	499	0.7
99	520	0.2
99	566	0.4
99	575	0.6
99	577	1
99	650	0.2
99	665	0.5
99	686	0.1
99	762	0.8
99	767	0.9
99	859	1
99	954	0.7
99	1163	0.2
99	1164	0.4
99	1165	0.6
99	1173	1
99	1213	0.2
99	1255	0.5
99	1319	0.1
99	1343	0.8
99	1514	0.9
99	1595	1
99	1642	0.7
99	1653	0.2
99	1835	0.4
99	2080	0.6
100	1258	1
101	57	0.2
101	198	0.5
101	202	0.1
101	247	0.8
101	532	0.9
101	964	1
101	986	0.7
101	1088	0.2
101	1161	0.4
101	1267	0.6
101	1388	1
101	1519	0.2
101	1743	0.5
101	2027	0.1
101	2070	0.8
102	1199	0.9
102	1939	1
103	1163	0.7
103	1496	0.2
104	558	0.4
104	667	0.6
104	1281	1
104	1568	0.2
104	1632	0.5
104	2042	0.1
105	78	0.8
105	128	0.9
105	366	1
105	1801	0.7
106	78	0.2
107	23	0.4
107	41	0.6
107	51	1
107	108	0.2
107	113	0.5
107	235	0.1
107	376	0.8
107	396	0.9
107	489	1
107	516	0.7
107	592	0.2
107	616	0.4
107	637	0.6
107	685	1
107	711	0.2
107	828	0.5
107	859	0.1
107	1364	0.8
107	1490	0.9
107	1530	1
107	1536	0.7
107	1556	0.2
107	1671	0.4
107	1769	0.6
108	107	1
108	546	0.2
108	580	0.5
108	871	0.1
108	925	0.8
108	1249	0.9
108	1543	1
109	317	0.7
109	402	0.2
109	459	0.4
109	696	0.6
109	709	1
109	912	0.2
109	1174	0.5
109	1258	0.1
109	1310	0.8
109	1488	0.9
109	1702	1
110	136	0.7
110	229	0.2
110	232	0.4
110	271	0.6
110	333	1
110	380	0.2
110	390	0.5
110	571	0.1
110	621	0.8
110	638	0.9
110	690	1
110	713	0.7
110	717	0.2
110	778	0.4
110	819	0.6
110	831	1
110	852	0.2
110	873	0.5
110	911	0.1
110	1069	0.8
110	1092	0.9
110	1113	1
110	1300	0.7
110	1445	0.2
110	1572	0.4
110	1606	0.6
110	1993	1
110	2037	0.2
110	2061	0.5
111	206	0.1
111	270	0.8
111	345	0.9
111	435	1
111	603	0.7
111	776	0.2
111	855	0.4
111	1503	0.6
111	1677	1
111	1759	0.2
111	1862	0.5
112	78	0.1
112	611	0.8
112	1089	0.9
112	1827	1
112	1841	0.7
113	107	0.2
113	212	0.4
113	1130	0.6
113	1397	1
113	1401	0.2
114	63	0.5
114	157	0.1
114	317	0.8
114	696	0.9
114	835	1
114	877	0.7
114	890	0.2
114	1258	0.4
114	1488	0.6
114	1702	1
114	1889	0.2
115	642	0.5
115	1032	0.1
115	1144	0.8
115	1274	0.9
115	2048	1
116	229	0.7
116	411	0.2
116	439	0.4
116	924	0.6
117	187	1
117	452	0.2
117	568	0.5
117	596	0.1
117	699	0.8
117	761	0.9
117	788	1
117	1210	0.7
117	1213	0.2
117	1514	0.4
117	2014	0.6
118	65	1
118	1293	0.2
118	1935	0.5
119	551	0.1
119	903	0.8
119	1397	0.9
119	1488	1
119	1543	0.7
120	53	0.2
120	58	0.4
120	79	0.6
120	98	1
120	236	0.2
120	327	0.5
120	399	0.1
120	514	0.8
120	538	0.9
